SEP=;
active;ref.owner_id;ref.report_id;ref.state;ref.version;report.additional_notes;report.condition.abandoned_body_pits;report.condition.abandoned_egg_cavities;report.condition.accretion.0.storm_name;report.condition.accretion.0.timestamp_ms;report.condition.actively_record_events;report.condition.additional_hatch_timestamp_ms;report.condition.describe_control_methods;report.condition.disorientation;report.condition.eggs_damaged_by_another_turtle;report.condition.eggs_scattered_by_another;report.condition.eggs_scattered_by_another_timestamp_ms;report.condition.ghost_damage_10_or_less;report.condition.hatch_timestamp_ms;report.condition.inundated_event.0.storm_name;report.condition.inundated_event.0.timestamp_ms;report.condition.inundated_event.1.storm_name;report.condition.inundated_event.1.timestamp_ms;report.condition.inundated_event.2.storm_name;report.condition.inundated_event.2.timestamp_ms;report.condition.nest_depredated;report.condition.nest_dug_into;report.condition.nest_inundated;report.condition.nest_inundated_timestamp_ms;report.condition.no_digging;report.condition.partial_washout.storm_name;report.condition.partial_washout.timestamp_ms;report.condition.poached;report.condition.poached_eggs_removed;report.condition.poached_timestamp_ms;report.condition.post_hatch_washout;report.condition.preditation.0.number_of_eggs;report.condition.preditation.0.predator;report.condition.preditation.0.predator_spinner_text;report.condition.preditation.0.timestamp_ms;report.condition.prop_events_recorded;report.condition.roots_invaded_eggshells;report.condition.storm_impact.other_impact;report.condition.storm_impact.storm_name;report.condition.storm_impact.timestamp_ms;report.condition.vandalism_type;report.condition.vandalized;report.condition.vandalized_timestamp_ms;report.condition.wash_out.storm_name;report.condition.wash_out.timestamp_ms;report.condition.wash_over.0.storm_name;report.condition.wash_over.0.timestamp_ms;report.condition.wash_over.1.storm_name;report.condition.wash_over.1.timestamp_ms;report.condition.wash_over.10.storm_name;report.condition.wash_over.10.timestamp_ms;report.condition.wash_over.2.storm_name;report.condition.wash_over.2.timestamp_ms;report.condition.wash_over.3.storm_name;report.condition.wash_over.3.timestamp_ms;report.condition.wash_over.4.storm_name;report.condition.wash_over.4.timestamp_ms;report.condition.wash_over.5.storm_name;report.condition.wash_over.5.timestamp_ms;report.condition.wash_over.6.storm_name;report.condition.wash_over.6.timestamp_ms;report.condition.wash_over.7.storm_name;report.condition.wash_over.7.timestamp_ms;report.condition.wash_over.8.storm_name;report.condition.wash_over.8.timestamp_ms;report.condition.wash_over.9.storm_name;report.condition.wash_over.9.timestamp_ms;report.false_crawl_number;report.image.1;report.image.2;report.image.3;report.image.4;report.image.5;report.image.6;report.image.7;report.image.8;report.intervention.adopted;report.intervention.adoptee;report.intervention.excavation.dead_in_nest;report.intervention.excavation.dead_pipped;report.intervention.excavation.eggs_destroyed;report.intervention.excavation.excavated;report.intervention.excavation.failure_other;report.intervention.excavation.failure_reason;report.intervention.excavation.hatched_shells;report.intervention.excavation.live_in_nest;report.intervention.excavation.live_pipped;report.intervention.excavation.timestamp_ms;report.intervention.excavation.whole_unhatched;report.intervention.protection_event.reason;report.intervention.protection_event.timestamp_ms;report.intervention.protection_event.type;report.intervention.relocation.coordinates.lat;report.intervention.relocation.coordinates.long;report.intervention.relocation.eggs_destroyed;report.intervention.relocation.eggs_relocated;report.intervention.relocation.new_address;report.intervention.relocation.reason;report.intervention.relocation.timestamp_ms;report.intervention.relocation.was_relocated;report.location.apex_to_barrier_ft;report.location.apex_to_barrier_in;report.location.city;report.location.coordinates.lat;report.location.coordinates.long;report.location.details;report.location.escarpment_over_18_inches;report.location.in_cortez_groin_replacement_area;report.location.obstructions.escarpment;report.location.obstructions.furniture;report.location.obstructions.other;report.location.obstructions.seawall_rocks;report.location.placement;report.location.section;report.location.street_address;report.location.triangulation.north.lat;report.location.triangulation.north.long;report.location.triangulation.north_ft;report.location.triangulation.north_in;report.location.triangulation.south.lat;report.location.triangulation.south.long;report.location.triangulation.south_ft;report.location.triangulation.south_in;report.location.water_to_apex_ft;report.location.water_to_apex_in;report.nest_number;report.nest_seaward_of_armoring_structure;report.observers;report.possible_false_crawl;report.possible_false_crawl_number;report.species;report.species_other;report.status;report.timestamp_found_ms;report.type_of_structure;report.within_3_feet_of_structure
NO;section4@islandturtlewatch.com;361;ACTIVE;8;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1471924800000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/361/bdc76180-afea-418b-b324-484b273ca391.jpg;;;;;;;;YES;Dan Hushek and Jackie Assell;0;0;0;YES;;UNSET_REASON;123;0;0;1472184000000;12;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;27;0;HB;27.50386208;-82.71697111;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5002 5th Avenue;0.0;0.0;0;0;0.0;0.0;0;0;107;0;52;NO;Fran;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467172800000;;NO
NO;section4@islandturtlewatch.com;362;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;74;http://1-dot-static-sentinel-567.appspot.com/web/image/362/bcb8c17e-8453-4f83-87b3-e99d6caeb783.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;123;0;HB;27.4997272;-82.71482428;;NO;NO;YES;NO;;NO;OPEN_BEACH;0;4410 2nd  Avenue;0.0;0.0;0;0;0.0;0.0;0;0;19;0;0;NO;Fran;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467172800000;;NO
NO;section4@islandturtlewatch.com;363;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;75;http://1-dot-static-sentinel-567.appspot.com/web/image/363/778606a8-f575-436c-bebd-38fb99959731.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;316;0;HB;27.49738603;-82.71342518;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;Manatee Public Beach - just north of concession building;0.0;0.0;0;0;0.0;0.0;0;0;43;0;0;NO;Fran;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467172800000;;NO
NO;section4@islandturtlewatch.com;364;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;76;http://1-dot-static-sentinel-567.appspot.com/web/image/364/b13ad8dd-7ac6-400f-b630-ee7f6f05f260.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;113;0;HB;27.50477588;-82.71787019;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;95 52nd Street;0.0;0.0;0;0;0.0;0.0;0;0;30;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467259200000;;NO
NO;section4@islandturtlewatch.com;365;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;77;http://1-dot-static-sentinel-567.appspot.com/web/image/365/317a452c-cc22-4e1d-a7c7-74a2957bde18.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;53;0;HB;27.50341017;-82.71693046;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;103 50th Street;0.0;0.0;0;0;0.0;0.0;0;0;66;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467259200000;;NO
NO;section4@islandturtlewatch.com;366;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;78;http://1-dot-static-sentinel-567.appspot.com/web/image/366/879d51c0-35b0-4c27-9ce6-e5a2d64c9b80.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;81;0;HB;27.50142774;-82.71565979;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;101 47th Street;0.0;0.0;0;0;0.0;0.0;0;0;60;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467259200000;;NO
NO;section4@islandturtlewatch.com;367;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;79;http://1-dot-static-sentinel-567.appspot.com/web/image/367/336f7af2-96be-43cd-bcb5-dd935f5c1a4c.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;109;0;HB;27.50011662;-82.71514079;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4502 3rd Avenue;0.0;0.0;0;0;0.0;0.0;0;0;9;0;0;NO;Alice zero. Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467259200000;;NO
NO;section4@islandturtlewatch.com;368;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;80;http://1-dot-static-sentinel-567.appspot.com/web/image/368/b26433ab-9bae-4a5d-8239-276007e85535.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;5;0;HB;27.51023774;-82.72140904;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;6006 Gulf Drive - north end of Playa Encantada;0.0;0.0;0;0;0.0;0.0;0;0;93;0;0;NO;Marie;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467432000000;;NO
NO;section4@islandturtlewatch.com;369;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472011200000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/369/f696b1a0-8b33-4313-85b8-e75e67a79dfc.jpg;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;103;0;0;1472270400000;3;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;44;0;HB;27.50425217;-82.71717751;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;103 51st Street ;0.0;0.0;0;0;0.0;0.0;0;0;74;0;53;NO;Marie;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467432000000;;NO
NO;section4@islandturtlewatch.com;370;ACTIVE;6;;YES;NO;;;YES;0;;NO;NO;NO;0;YES;1472270400000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/370/524a8632-c029-430a-862c-a74c74412a61.jpg;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;94;0;0;1472529600000;3;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;51;0;HB;27.49962427;-82.71447399;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4408 2nd Avenue;0.0;0.0;0;0;0.0;0.0;0;0;98;0;79;NO;Marie;NO;0;LOGGERHEAD;;NEST_NOT_VERIFIED;1467432000000;;NO
NO;section4@islandturtlewatch.com;371;ACTIVE;4;;YES;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;82;http://1-dot-static-sentinel-567.appspot.com/web/image/371/94c83080-3c79-40af-9a1d-ee8b579fc88b.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;HB;27.49952147;-82.71411734;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;4302 2nd Avenue;0.0;0.0;0;0;0.0;0.0;0;0;168;0;0;NO;Ralph;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467518400000;;NO
NO;section4@islandturtlewatch.com;372;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472270400000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/372/05631a15-306a-4518-8c03-b7b8dbc7979d.jpg;;;;;;;;NO;;0;1;0;YES;;UNSET_REASON;79;0;0;1472529600000;5;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;79;0;HB;27.50252599;-82.7163618;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 48th Street;0.0;0.0;0;0;0.0;0.0;0;0;33;0;54;NO;Ralph;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467518400000;;NO
NO;section4@islandturtlewatch.com;373;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;83;http://1-dot-static-sentinel-567.appspot.com/web/image/373/028051c0-bffe-4fad-ad3c-84e41d3dc4c8.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;96;0;HB;27.50850453;-82.72051616;;NO;NO;YES;NO;;NO;OPEN_BEACH;0;5620 Gulf Drive - Quarterdeck;0.0;0.0;0;0;0.0;0.0;0;0;18;0;0;NO;Marilyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467604800000;;NO
NO;section4@islandturtlewatch.com;374;ACTIVE;1;Just missed hole in each direction.;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;84;http://1-dot-static-sentinel-567.appspot.com/web/image/374/8956c7b1-fcdf-48fb-babc-5ae9e23e9084.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/374/c17f17f2-6721-44d1-9655-0a1cb721b2ef.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;71;0;HB;27.50369933;-82.7170038;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5002 5th Avenue;0.0;0.0;0;0;0.0;0.0;0;0;85;0;0;NO;Marilyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467604800000;;NO
NO;section4@islandturtlewatch.com;375;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;85;http://1-dot-static-sentinel-567.appspot.com/web/image/375/d1c74f0f-c497-4d5c-87b2-dd32c1ea0d44.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;112;0;HB;27.50305805;-82.71676662;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 49th Street - just south of house;0.0;0.0;0;0;0.0;0.0;0;0;29;0;0;NO;Marilyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467604800000;;NO
NO;section4@islandturtlewatch.com;376;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472529600000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/376/b39ac858-6ecb-4140-b486-88660bacbb0d.jpg;;;;;;;;NO;;1;0;0;YES;;UNSET_REASON;119;0;0;1472529600000;4;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;34;0;HB;27.50215159;-82.71596941;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;101 48th Street.  ;0.0;0.0;0;0;0.0;0.0;0;0;103;0;55;NO;Shirley, Sam;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467777600000;;NO
NO;section4@islandturtlewatch.com;377;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;86;http://1-dot-static-sentinel-567.appspot.com/web/image/377/7681fe70-0ab1-4f45-be44-2b65b6e9a595.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;123;0;HB;27.50462677;-82.71782323;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;95 52nd Street;0.0;0.0;0;0;0.0;0.0;0;0;18;0;0;NO;Shirley, Sam ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section4@islandturtlewatch.com;378;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472270400000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/378/b22b9c03-de36-435a-8e8d-f446ae60134d.jpg;;;;;;;;NO;;0;3;0;YES;;UNSET_REASON;93;4;0;1472529600000;18;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;22;0;HB;27.50912466;-82.72053666;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5626 Gulf Drive - below south wing of Harrington House ;0.0;0.0;0;0;0.0;0.0;0;0;132;0;56;NO;Shirley, Sam;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467777600000;;NO
NO;section4@islandturtlewatch.com;379;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;87;http://1-dot-static-sentinel-567.appspot.com/web/image/379/c2983d0c-a1a1-40c8-983b-ab852fe51fd5.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;94;0;HB;27.51067242;-82.72217661;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;6400 Gulf Drive - L'Plage ;0.0;0.0;0;0;0.0;0.0;0;0;12;0;0;NO;Sam, Shirley;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section4@islandturtlewatch.com;380;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;88;http://1-dot-static-sentinel-567.appspot.com/web/image/380/99049d94-bd55-4be2-b7dc-2ba1130b1506.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;82;0;HB;27.51124392;-82.72262767;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;6505 Gulf Drive - just south of White Sands;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;381;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;89;http://1-dot-static-sentinel-567.appspot.com/web/image/381/814a8a3b-db40-45f1-b4e0-c10a2e86067b.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;34;0;HB;27.51068163;-82.72198343;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;6400 Gulf Drive - south end of L'Plage;0.0;0.0;0;0;0.0;0.0;0;0;62;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;382;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;90;http://1-dot-static-sentinel-567.appspot.com/web/image/382/e951a86e-0357-4bf9-abe3-39149104da50.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;119;0;HB;27.50899891;-82.72082868;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5626 Gulf Drive - middle of Harrington House;0.0;0.0;0;0;0.0;0.0;0;0;30;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;383;ACTIVE;8;Approximately 18 inches of sand deposited over  . nest by Hermine.;YES;NO;Hermine.;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472702400000;Hermine;1472788800000;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;0;;;;;;;;;;;;;;;;;;;;;;;92;http://1-dot-static-sentinel-567.appspot.com/web/image/383/af17a10e-313d-4a58-9cad-c4ac629c4a33.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;4;0;HB;27.50515933;-82.71776199;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;5200 Gulf Drive - south end of Martinique South;0.0;0.0;0;0;0.0;0.0;0;0;135;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;384;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;91;http://1-dot-static-sentinel-567.appspot.com/web/image/384/02ec1ab9-3590-40d3-94db-012a9e3d3cd1.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;114;0;HB;27.50396301;-82.71745112;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;103 51st Street;0.0;0.0;0;0;0.0;0.0;0;0;18;0;0;NO;Alice, Glenn ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;385;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;93;http://1-dot-static-sentinel-567.appspot.com/web/image/385/11c7a720-b964-43b9-94e7-f36014c3a224.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;138;0;HB;27.50338448;-82.71710598;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;103 50th Street;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;Alice, Glenn ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;386;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;94;http://1-dot-static-sentinel-567.appspot.com/web/image/386/007a54a3-2caa-446a-8863-6cbf465701e3.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;118;0;HB;27.50336022;-82.71706181;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 49th Street;0.0;0.0;0;0;0.0;0.0;0;0;17;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;387;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;95;http://1-dot-static-sentinel-567.appspot.com/web/image/387/62bf6757-0bdf-467c-af20-75e7939fc7b7.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;187;0;HB;27.50097706;-82.71551526;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 46th Street;0.0;0.0;0;0;0.0;0.0;0;0;24;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
